URI,streams,title,date,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,popularity,duration_min,tempo_norm
2sXydP9vPEYUH4uAWotuGu,469309.0,Girl Like Me (feat. H.E.R.),2021-01-09,Jazmine Sullivan,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'r&b', 'urban contemporary']",0.5,0.638,6,-4.007,0,0.0756,0.66,0.0,0.366,0.698,4,0.67,3.748,0.2421485299438312
2I2AqFb0f9UNnolWc2MafC,464797.0,Bang!,2021-03-26,AJR,"['modern rock', 'pop rap']",0.736,0.526,1,-6.462,0,0.0566,0.0153,0.0,0.0628,0.654,4,0.67,2.848,0.5902822673918589
4TCeFZNjGNQIpCuZmJkkE2,462169.0,God's Country,2021-07-05,Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,4,0.68,3.4133333333333336,0.5911600899174966
5ry2OE6R2zPQFDO85XkgRb,460238.0,Money In The Grave (Drake ft. Rick Ross),2021-03-06,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,4,0.81,3.423783333333333,0.3571907306686279
35RJhm1pEovTBwnNR0zWad,457574.0,GREECE (feat. Drake),2021-03-06,DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,4,0.78,3.6483666666666665,0.2699956701997046
6N1EjQjnvhOjFrF6oUmGPa,455367.0,Summer Of '69,2021-07-05,Bryan Adams,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",0.505,0.71,2,-10.853,1,0.0371,0.0115,2.58e-06,0.0977,0.771,4,0.52,3.616216666666667,0.5847484267403722
0wsvDWzKTulboY8U6CPt3z,454218.0,Gatalo To,2021-03-23,"Jaudy, Pakitin El Verdadero",['bachata'],0.94,0.813,2,0.348,1,0.11,0.111,0.0117,0.0768,0.911,4,0.0,2.7243666666666666,0.4727430174556195
66orjI5vOkyxOZLHWrPklh,448247.0,X Gon' Give It To Ya - Int'l Bonus track,2021-04-17,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",0.754,0.825,10,-5.366,0,0.194,0.039,0.0,0.0744,0.64,4,0.57,3.662216666666666,0.3247587470862816
6pgqZ7Iw4LfHlfgWWaRFSY,447000.0,The Feels,2021-11-12,TWICE,"['k-pop', 'k-pop girl group']",0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,4,0.65,3.300883333333333,0.4728675733545276
0HaNrvszmWl5vIwKuADD5Z,446188.0,Cause for Concern,2021-05-12,Lovejoy,['dream smp'],0.395,0.87,3,-9.437,0,0.05,0.000408,0.0617,0.267,0.595,4,0.69,3.382133333333333,0.6507096720621118
4j5ffIFh7bFT7GZciP1TCy,440897.0,"10,000 Hours (with Justin Bieber)",2021-08-14,Dan + Shay,"['contemporary country', 'country', 'pop']",0.654,0.63,10,-4.644,1,0.0259,0.149,0.0,0.111,0.43,4,0.74,2.7948833333333334,0.2946162195505311
0b2IVjeD268pYd7VUhmtKI,440545.0,Knee Deep (feat. Jimmy Buffett),2021-07-05,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,4,0.22,3.386216666666667,0.300541521598586
3RLshk3cDQOqWhSIRCVaXL,440263.0,la di die (feat. jxdn),2021-04-15,Nessa Barrett,"['alt z', 'pop', 'social media pop']",0.484,0.643,1,-4.72,1,0.0416,0.0036,0.0,0.243,0.345,4,0.77,3.2531833333333333,0.733402926470501
1I042sygvOn2C5SybTCuJ1,439773.0,Mood Ring,2021-08-19,Lorde,"['art pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",0.709,0.459,5,-11.193,1,0.0654,0.432,6.29e-06,0.23,0.377,4,0.12,3.764383333333333,0.3244088043226828
1MZtr7IH5qtjIkqrXj8WOJ,439557.0,Essence (feat. Justin Bieber & Tems),2021-08-28,WizKid,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",0.836,0.69,0,-5.816,1,0.123,0.0142,1.22e-05,0.112,0.586,4,0.68,4.388216666666667,0.3777305915218952
0no0UxJJUMeXvn0kpWoO8u,436918.0,Get with You,2021-07-11,townhall,[],0.56,0.815,1,-6.387,1,0.0476,0.00321,0.0,0.206,0.444,4,0.02,2.395766666666667,0.2414901630496029
1s63OmQvZd9NwDGqJm3xys,436671.0,Me On Whiskey,2021-01-08,Morgan Wallen,['contemporary country'],0.569,0.654,11,-4.569,1,0.0263,0.448,0.0,0.0777,0.707,4,0.35,3.5062166666666665,0.6033191181442358
1ct2kNL6u1vZeQvPoCwqUi,436317.0,BAG SZN,2021-09-28,Mir0sama,[],0.896,0.417,1,-13.283,1,0.103,0.0127,0.000655,0.114,0.686,5,0.14,2.6649333333333334,0.4287985100741998
4tyX1rw9X309WkEdh2As4B,434940.0,coney island (feat. The National),2021-01-05,Taylor Swift,['pop'],0.529,0.536,8,-11.269,1,0.0627,0.826,0.00082,0.141,0.304,4,0.58,4.588666666666667,0.4006785330873849
2ieu0FHqTpBUrMoCFVL3cb,434639.0,Potential Breakup Song,2021-01-02,Aly & AJ,"['dance pop', 'electropop', 'girl group', 'indie poptimism', 'pop', 'post-teen pop']",0.554,0.899,6,-4.149,0,0.0385,0.000469,0.000365,0.0867,0.556,4,0.69,3.638883333333333,0.6979638076145174
5dOcS75jq0kLKbvCY9P2Ex,429625.0,Chi-Raq (with G Herbo),2021-05-14,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",0.762,0.439,10,-14.007,0,0.419,0.328,4e-05,0.107,0.354,4,0.58,3.8664,0.6257391799476866
4jDmJ51x1o9NZB5Nxxc7gY,429048.0,Careless Whisper,2021-11-04,George Michael,[],0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,4,0.84,5.001783333333333,0.6690431141347221
7KXjTSCq5nL1LoYtL7XAwS,428523.0,HUMBLE.,2021-09-16,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,4,0.87,2.95,0.6506088410963291
1qDrWA6lyx8cLECdZE7TV7,425517.0,Somebody That I Used To Know,2021-10-28,"Gotye, Kimbra",['australian pop'],0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,4,0.82,4.081416666666667,0.5263376413857733
4KW1lqgSr8TKrvBII0Brf8,425251.0,Father Stretch My Hands Pt. 1,2021-08-31,Kanye West,"['chicago rap', 'rap']",0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,4,0.83,2.2653333333333334,0.431609914649553
2769RhOZs0ezRncRW1vryp,424121.0,Till Forever Falls Apart,2021-03-24,"Ashe, FINNEAS","['alt z', 'electropop', 'pop']",0.509,0.498,2,-6.94,1,0.0315,0.413,0.0,0.0674,0.283,4,0.75,3.71435,0.3523745692441829
5TWAIHYaOnYg4txfmCgon5,421965.0,Nobody,2021-06-16,Dylan Scott,"['contemporary country', 'country', 'country road', 'modern country rock']",0.573,0.747,0,-6.46,1,0.0319,0.519,1.13e-06,0.0867,0.645,4,0.71,2.67845,0.2350725686391971
7mp94ssvjOwGi7tXn3FcUW,421389.0,ON THAT ASS,2021-06-20,"Jordi Rivera, Sonny Bass","['dutch edm', 'future house']",0.826,0.768,1,-4.612,1,0.0747,0.0821,5.27e-05,0.113,0.505,4,0.0,2.7039,0.4844987218192279
2ccuOtUjIyx3tPcsnpeBzJ,420148.0,Flower Shops (feat. Morgan Wallen),2021-12-31,ERNEST,[],0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,3,0.79,3.5734166666666667,0.5209639440328827
2vWFVrnWCKbuG46aG9fXrD,419996.0,GOOD TIME,2021-02-25,Niko Moon,['contemporary country'],0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,4,0.1,3.578666666666667,0.5798670217498325
3U4isOIWM3VvDubwSI3y7a,416582.0,All of Me,2021-02-15,John Legend,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,4,0.88,4.492666666666667,0.4721914127604553
4CzhtKifG867Lu5DNQVBSA,414230.0,Vamp Anthem,2021-01-02,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,4,0.8,2.068233333333333,0.7340257059650412
4j0Pv2jLMmtn2kyw6JVt8u,414103.0,8-Ball (feat. Kid Cudi),2021-07-16,Pop Smoke,['brooklyn drill'],0.667,0.524,4,-6.84,0,0.0596,0.105,1.19e-06,0.349,0.561,4,0.54,2.9483333333333333,0.2234295577079342
5TxRUOsGeWeRl3xOML59Ai,413479.0,ARE WE STILL FRIENDS?,2021-11-02,"Tyler, The Creator","['hip hop', 'rap']",0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,3,0.81,4.424666666666667,0.8718260487903249
6DzTaNNwdUXiJI1l0u6wNe,411991.0,Best I Ever Had Remix,2021-05-14,"Nicki Minaj, Drake","['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",0.4,0.874,8,-2.698,1,0.281,0.232,0.0,0.16,0.647,4,0.65,5.430416666666667,0.7145653295689773
1UYfAU2bwgjaM5rIIPQleC,409279.0,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),2021-05-31,Chase Rice,"['contemporary country', 'country', 'country road', 'modern country rock']",0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,4,0.68,2.68065,0.3541717329284278
7sq2z9oX2S0CvgTqCZ0ko4,408630.0,Strange,2021-08-17,Celeste,['british soul'],0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94e-06,0.121,0.112,4,0.76,4.26645,0.1804518413513721
4i2qxFEVVUi8yOYoxB8TCX,404037.0,Midnight Sky,2021-01-05,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,4,0.75,3.721333333333333,0.4131519166780348
2uL48Qwc88pu7S9JjT6Jvv,403628.0,main thing,2021-02-19,Ariana Grande,"['dance pop', 'pop']",0.734,0.472,9,-7.782,1,0.0401,0.32,1.11e-06,0.112,0.235,4,0.44,2.151333333333333,0.5562903694565212
4vfJZdFvsZIIUAq0I9ZyWj,388347.0,Whatcha Think Of Country Now,2021-01-08,Morgan Wallen,['contemporary country'],0.523,0.966,9,-4.356,1,0.0355,0.0226,0.0,0.322,0.885,4,0.3,3.04045,0.6209941933226176
2nxy7TbWDWOBm2bseZJX2A,386727.0,Crocodile Teeth (with Skillibeng) - Remix,2021-05-14,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",0.635,0.634,1,-8.91,0,0.356,0.195,0.000107,0.198,0.224,4,0.59,3.631383333333333,0.395548016299029
2RnpmGmVsvCBCb0d74O2N6,386455.0,Superstar (feat. Future),2021-04-16,"Young Stoner Life, Young Thug","['hip hop', 'rap', 'trap']",0.726,0.567,10,-8.813,0,0.193,0.0189,2.64e-05,0.0836,0.423,4,0.5,2.48555,0.7758527630650242
2avJHC5Txz2tmL39rr5yjv,384311.0,QuittinÃ¢ÂÂ Time,2021-01-08,Morgan Wallen,['contemporary country'],0.409,0.626,5,-8.492,1,0.0352,0.464,1.9e-06,0.186,0.448,4,0.34,3.74245,0.2585128025670377
5zqObw7wjBgL9TDiAymxPn,383580.0,Our Song,2021-05-21,"Anne-Marie, Niall Horan","['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",0.595,0.759,11,-4.245,0,0.0423,0.141,0.0,0.172,0.515,4,0.76,2.728883333333333,0.2410097331538147
5suOUHDyRxvWDYF5GA6dly,379095.0,THANKFUL (feat. Lil Wayne & Jeremih),2021-04-30,DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.352,0.758,9,-2.491,0,0.0434,0.536,0.0,0.161,0.653,4,0.52,5.64395,0.2607488775141015
6FA0vuJEewEY8EZ8ldzMR7,376685.0,"Warrior (feat. T-Shyne, Lil Keed & Big Sean)",2021-04-16,"T-Shyne, Young Stoner Life","['hip hop', 'rap', 'trap']",0.84,0.577,2,-7.918,1,0.368,0.276,0.0,0.0882,0.368,4,0.48,3.644,0.4903884364675947
1ko2lVN0vKGUl9zrU0qSlT,376517.0,Just the Two of Us (feat. Bill Withers),2021-01-03,"Grover Washington, Jr.",[],0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,4,0.82,7.308216666666667,0.3291775158808771
20SBt8RWsCwOqdBbzova1C,368917.0,Spoiled (feat. Pharrell),2021-07-16,"Pop Smoke, Pharrell Williams",['brooklyn drill'],0.828,0.552,8,-5.411,0,0.158,0.304,2.84e-06,0.0845,0.538,4,0.58,1.7473666666666667,0.3243910106228387
0LP2DlqqEH5Lo0ujWdHkUD,367895.0,What Child Is This,2021-12-25,Vince Guaraldi Trio,"['adult standards', 'jazz trio', 'lounge']",0.327,0.299,5,-13.765,0,0.0294,0.927,0.952,0.127,0.465,4,0.55,2.41555,0.2664428614641842
0DVIjaENXsZIVNVJGbUIGt,367210.0,Came Out (feat. Lil Keed),2021-04-16,"Lil Keed, Young Stoner Life, Gunna","['hip hop', 'rap', 'trap']",0.901,0.596,8,-6.063,1,0.0511,0.0256,0.0,0.107,0.356,4,0.51,3.1982166666666667,0.4720549943949845
2bRE4HKlZQDHkiVcDr58aZ,363197.0,I Get Crazy (feat. Lil Wayne),2021-05-14,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",0.796,0.807,1,-5.524,1,0.325,0.0836,0.0,0.76,0.532,4,0.58,3.682833333333333,0.3516924774168293
5z6f5HNjkDhzdouZp5dYtx,362511.0,BAD NEWS,2021-07-23,The Kid LAROI,['australian hip hop'],0.55,0.533,10,-6.853,0,0.0441,0.071,0.0,0.12,0.171,4,0.56,2.189416666666667,0.279722892781096
2kONpeXXK70YEs7c0UQbmq,361520.0,Dancing With The Devil,2021-03-26,Demi Lovato,"['dance pop', 'pop', 'post-teen pop']",0.413,0.64,8,-5.811,1,0.0427,0.273,0.0,0.11,0.149,4,0.62,4.066533333333333,0.2071542535839477
5QbzvnhnS0CZMHjFGIwfHd,360323.0,On the River (feat. Wiz Khalifa),2021-11-18,Young Dolph,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.865,0.39,0,-5.541,1,0.127,0.473,0.0,0.0954,0.105,4,0.72,3.3071166666666665,0.5912075397837473
3VTNVsTTu05dmTsVFrmGpK,359671.0,Fairytale of New York (feat. Kirsty MacColl),2021-12-25,The Pogues,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,4,0.68,4.5411166666666665,0.2241531681682572
0hprLLUDMgFU0nL4yVCWTg,356095.0,COUNT ON ME,2021-04-09,BROCKHAMPTON,"['boy band', 'hip hop', 'pop', 'rap']",0.782,0.497,0,-5.415,1,0.286,0.0391,0.0,0.209,0.522,4,0.59,2.5866666666666664,0.2204580098339847
4sbyUpMYCeJXwZicQV9YrE,355555.0,DON'T LEAVE ME (feat. G Herbo & Lil Durk),2021-07-23,The Kid LAROI,['australian hip hop'],0.639,0.727,9,-5.23,0,0.0901,0.0917,0.0,0.111,0.256,4,0.53,2.799433333333333,0.2115848848451058
1Ss4DpG1o7H1oN6cm0tdQo,354927.0,Need A Boat,2021-01-08,Morgan Wallen,['contemporary country'],0.54,0.897,9,-6.285,1,0.0333,0.0998,0.0,0.267,0.963,4,0.29,3.0977833333333336,0.7100160736421923
2FMcDUopGfjBh3xMsrm78S,353873.0,I Want Candy,2021-10-31,Bow Wow Wow,"['new romantic', 'new wave', 'new wave pop']",0.688,0.639,7,-12.964,1,0.0648,0.0066,0.0596,0.0588,0.775,4,0.52,2.73845,0.4134425471088204
7i3kr1y4u5MdWyCpWy3Tcb,353747.0,Intro,2021-06-25,Ski Mask The Slump God,"['miami hip hop', 'rap']",0.758,0.467,11,-11.419,0,0.206,0.482,0.00665,0.0899,0.232,4,0.52,1.7211166666666666,0.4720965130279539
6LZ9FO9UsGIcTKbShnfNsG,353591.0,Feels (feat. Khalid),2021-03-12,WATTS,[],0.548,0.35,7,-12.52,1,0.0579,0.273,0.0041,0.362,0.0802,4,0.66,3.699583333333333,0.7554196644108209
2tUBqZG2AbRi7Q0BIrVrEj,352195.0,I Wanna Dance with Somebody (Who Loves Me),2021-01-01,Whitney Houston,"['dance pop', 'pop', 'urban contemporary']",0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,4,0.84,4.854883333333333,0.4655958813516094
1di1BEgJYzPvXUuinsYJGP,351344.0,Everybody (Backstreet's Back) - Radio Edit,2021-10-31,Backstreet Boys,"['boy band', 'dance pop']",0.731,0.853,10,-4.219,0,0.0363,0.0352,0.0,0.268,0.605,4,0.77,3.756,0.4015266994466159
4WjKemXvKTBbNFXZlQSxtf,350153.0,All I Got,2021-03-26,Rod Wave,['florida rap'],0.516,0.509,1,-9.611,1,0.443,0.415,0.0,0.708,0.682,1,0.02,3.22425,0.211199354681819
6RS6rcjnWrdfVuu2U2W2dj,348695.0,Make It To Christmas,2021-12-25,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.522,0.522,2,-7.87,1,0.0383,0.13,0.0,0.438,0.305,4,0.63,3.5168833333333334,0.2179906167889489
6tvDAC8atHIjyLgvOEK1fK,348527.0,Monday,2021-09-03,Imagine Dragons,"['modern rock', 'rock']",0.803,0.649,6,-5.842,1,0.219,0.127,6.49e-05,0.0894,0.797,4,0.65,3.1316,0.2947051880497512
6BvcWv1vfVJSoWix7L5BAP,348517.0,WE GOING CRAZY (feat. H.E.R. & Migos),2021-04-30,DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.512,0.917,10,-2.969,0,0.339,0.00749,0.0,0.163,0.64,4,0.57,3.2673,0.5897365939299758
2eFjKl5cyPPYElDByCh6Tb,347441.0,First Time,2021-03-12,"ILLENIUM, iann dior","['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",0.526,0.667,9,-5.451,1,0.0437,0.0505,0.0,0.321,0.43,4,0.69,2.762983333333333,0.680703918765829
2ES75ADP1RR9TQmYqtDtyB,346666.0,BIG PAPER (feat. Cardi B),2021-04-30,DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.725,0.638,1,-4.906,1,0.204,0.00838,0.0,0.104,0.316,5,0.49,2.6589666666666667,0.4713906962674749
3AmqJsyZDFA8EHC461R7bY,346642.0,Born 2 Be Great,2021-04-02,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",0.593,0.512,8,-7.837,0,0.0737,0.58,0.0,0.0996,0.192,4,0.62,2.833333333333333,0.3286733610519635
5T8EDUDqKcs6OSOwEsfqG7,344631.0,Don't Stop Me Now - Remastered 2011,2021-01-01,Queen,"['classic rock', 'glam rock', 'rock']",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,4,0.83,3.4902166666666665,0.6878807110362457
3Os1431WclqyKxWqMzRESE,344356.0,someone like u - interlude,2021-02-19,Ariana Grande,"['dance pop', 'pop']",0.639,0.544,5,-9.5,0,0.0383,0.175,2.44e-05,0.14,0.179,4,0.59,1.2790333333333332,0.4616812673859276
3oY0qu8PC5gf7DkXP6ANx3,343838.0,Banana Boat Song,2021-10-31,Harry Belafonte,"['adult standards', 'brill building pop', 'calypso', 'lounge']",0.438,0.0698,1,-20.192,1,0.0998,0.973,0.0854,0.105,0.24,3,0.52,3.07755,0.3086613799607352
4agzG420eYTcmMeHxSVbXN,342700.0,llf,2021-12-17,Roddy Ricch,"['melodic rap', 'rap', 'trap']",0.236,0.402,4,-10.939,1,0.0431,0.903,0.0452,0.225,0.255,4,0.59,2.424733333333333,0.234259989679654
7lT1dCz96jANsLAAADlfIg,342640.0,Doomsday,2021-01-01,"MF DOOM, Pebbles The Invisible Girl","['alternative hip hop', 'east coast hip hop', 'hip hop', 'rap']",0.856,0.841,6,-7.737,0,0.335,0.0977,0.0,0.0773,0.794,4,0.74,4.96755,0.3268050225683426
63eV5hreY9feQP2CmYavpj,342279.0,Electric,2021-05-14,Katy Perry,"['dance pop', 'pop', 'post-teen pop']",0.615,0.701,0,-4.257,1,0.0472,0.00302,0.0,0.0471,0.251,4,0.7,3.2257166666666666,0.3425524469302902
3qszL96xkQJVNyHb7px8li,341264.0,WokStar (feat. Strick & Skepta),2021-04-16,"Strick, Young Stoner Life","['hip hop', 'rap', 'trap']",0.853,0.625,8,-6.744,1,0.322,0.12,0.0,0.11,0.439,4,0.52,3.0251166666666665,0.6388946553656902
0lXsCqsJjNSAMjHxgMPGfE,340495.0,Ciara's Prayer,2021-11-05,"Summer Walker, Ciara","['pop', 'r&b']",0.51,0.336,11,-13.847,1,0.22,0.747,0.0,0.323,0.791,4,0.35,1.9012666666666669,0.321271181916856
7swocJUCUWTCiRUAU9oerC,339489.0,Halloween Theme - Main Title,2021-10-31,John Carpenter,"['horror synth', 'soundtrack']",0.636,0.466,4,-15.534,1,0.0317,0.134,0.942,0.156,0.296,4,0.53,2.922233333333333,0.5687281656474831
2bzUVEvpZ7At5cYz1kOLI9,339337.0,Gasoline (feat. Taylor Swift),2021-02-19,HAIM,"['art pop', 'indie pop', 'metropopolis', 'pop rock']",0.658,0.717,1,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,4,0.57,3.2228833333333333,0.5501515430103382
1MPljdxOmortuusvcj62m5,339129.0,50 Shots,2021-09-24,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",0.772,0.786,2,-5.874,1,0.366,0.0825,0.0,0.347,0.668,4,0.2,2.688483333333333,0.2265612488804796
5nhW8I46uDE5sc5ouEbzao,338908.0,Who's In Your Head,2021-09-17,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.704,0.778,5,-5.331,1,0.0971,0.00447,0.0,0.0731,0.821,4,0.73,3.05895,0.3600614475767947
6s24LFkjo06wYVpxJppovm,338251.0,BUZZCUT (feat. Danny Brown),2021-04-09,BROCKHAMPTON,"['boy band', 'hip hop', 'pop', 'rap']",0.717,0.758,2,-5.576,0,0.268,0.0791,7.08e-06,0.293,0.252,4,0.56,3.3526666666666665,0.3064312362469528
59hAttZ1StpkVPD8u2i1MM,336905.0,hookup scene,2021-09-10,Kacey Musgraves,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.667,0.238,10,-10.776,1,0.0314,0.921,0.0,0.102,0.473,4,0.59,3.358216666666667,0.3232047639665716
2RkZZh5XQ4y3sG8gCu96Tz,336826.0,I Like That,2021-07-23,Bazzi,"['dance pop', 'electropop', 'pop']",0.665,0.692,6,-5.431,0,0.112,0.172,0.0,0.191,0.68,4,0.76,2.634733333333333,0.2025812727240375
3CUqjIsPPuncCJFIydwq5a,336563.0,Glasses,2021-12-10,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",0.624,0.602,5,-6.571,0,0.23,0.249,0.0,0.103,0.63,3,0.69,3.3689,0.3551503864198483
4khOYw0ka3gNzYCwMurq3C,335934.0,Get Up,2021-07-09,Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.69,0.616,0,-9.109,0,0.0342,0.294,0.00387,0.11,0.668,4,0.47,3.5563166666666666,0.6691083577008168
4kLLWz7srcuLKA7Et40PQR,334520.0,I Gotta Feeling,2021-01-01,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,4,0.84,4.818883333333333,0.5198192160095848
7rSERmjAT38lC5QhJ8hnQc,333862.0,I'm Shipping Up To Boston,2021-03-17,Dropkick Murphys,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk']",0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,4,0.73,2.56,0.5271027704790656
0WLVSnKqQBK4UPom1TESHK,333786.0,Stoned at the Nail Salon,2021-07-21,Lorde,"['art pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",0.466,0.113,2,-13.325,1,0.0414,0.947,7.53e-05,0.0986,0.104,4,0.0,4.440533333333334,0.5044513905776429
46nvQpUDsxpS08UTFOeKTA,333740.0,Tell It To My Heart,2021-10-29,"MEDUZA, Hozier","['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,4,0.84,2.7587333333333333,0.4954655721564185
61TWTSHcrFVgaRr6U4MKBs,333665.0,paid my dues (feat. Takeoff),2021-12-17,Roddy Ricch,"['melodic rap', 'rap', 'trap']",0.563,0.43,1,-10.958,1,0.244,0.186,0.000141,0.117,0.0382,4,0.64,2.7152833333333333,0.5437280173666511
3B7FO3kJ5kv3mX7yiaB7sT,332904.0,O Holy Night,2021-12-25,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",0.368,0.505,4,-7.208,1,0.0285,0.367,6.63e-06,0.154,0.192,3,0.62,4.448883333333334,0.7927567779168324
5hTVyxGfOKyBYhY8fgIIzT,331370.0,Moon Man (feat. Strick & Kid Cudi),2021-04-16,"Strick, Young Stoner Life, Young Thug","['hip hop', 'rap', 'trap']",0.872,0.375,1,-9.598,0,0.0949,0.0332,0.0,0.283,0.548,4,0.54,3.33755,0.4729031607542156
0HCFZGK3c1TQorbyPHcj1l,331233.0,Blessed & Free,2021-10-01,"Kane Brown, H.E.R.","['black americana', 'contemporary country']",0.651,0.483,5,-9.867,0,0.183,0.754,5.12e-06,0.135,0.387,4,0.7,3.30285,0.6965996239598099
7hK9jnESeCfc5fIHH76jKh,331044.0,Skating,2021-12-25,Vince Guaraldi Trio,"['adult standards', 'jazz trio', 'lounge']",0.488,0.297,0,-17.101,1,0.0321,0.75,0.535,0.129,0.552,4,0.54,2.4273333333333333,0.1466260179479119
350l5Tkctw6RMcIdl7MlaS,330689.0,scars,2021-09-10,Baby Keem,"['hip hop', 'rap']",0.749,0.699,10,-6.687,0,0.0428,0.245,4.74e-05,0.122,0.39,4,0.62,4.433516666666667,0.4963493259153376
7BjDcHQ6aKuVDjfiNFzk3I,330353.0,"Really Be Slime (feat. YNW Melly, Bslime & FN DaDealer)",2021-04-16,"FN DaDealer, Young Stoner Life","['hip hop', 'rap', 'trap']",0.755,0.487,7,-9.148,0,0.299,0.0715,0.0,0.0984,0.339,4,0.5,3.052666666666666,0.6568484985082947
3uOIoS7lOvzQAtbbyttHp6,328634.0,BUZZCUT (feat. Danny Brown),2021-03-26,BROCKHAMPTON,"['boy band', 'hip hop', 'pop', 'rap']",0.717,0.758,2,-5.576,0,0.268,0.0791,7.08e-06,0.293,0.252,4,0.57,3.3526666666666665,0.3064312362469528
